Market,Date,Total Spend,Ad Spend,FB Spend
US,2023-04-24,10970.96,3291.29,7679.67
AU,2023-04-25,1671.06,501.32,1169.74
AT,2023-04-25,289.02,86.71,202.32
BH,2023-04-25,72.67,21.8,50.87
BE,2023-04-25,424.36,127.31,297.05
CA,2023-04-25,781.42,234.42,546.99
HR,2023-04-25,18.24,5.47,12.77
DK,2023-04-25,462.91,138.87,324.04
FI,2023-04-25,148.02,44.4,103.61
FR,2023-04-25,950.77,285.23,665.54
DE,2023-04-25,1741.46,522.44,1219.02
GR,2023-04-25,236.76,71.03,165.74
HK,2023-04-25,2.37,0.71,1.66
IE,2023-04-25,182.55,54.76,127.78
IL,2023-04-25,173.48,52.04,121.43
IT,2023-04-25,1458.11,437.43,1020.67
JP,2023-04-25,92.87,27.86,65.01
KR,2023-04-25,3.71,1.11,2.6
KW,2023-04-25,165.23,49.57,115.66
LU,2023-04-25,28.76,8.63,20.13
NL,2023-04-25,1034.05,310.22,723.84
NZ,2023-04-25,141.73,42.52,99.21
NO,2023-04-25,594.44,178.33,416.11
PT,2023-04-25,273.46,82.04,191.42
QA,2023-04-25,76.69,23.01,53.68
ZA,2023-04-25,69.99,21.0,48.99
ES,2023-04-25,748.64,224.59,524.05
SE,2023-04-25,3132.26,939.68,2192.58
CH,2023-04-25,816.87,245.06,571.81
TW,2023-04-25,23.4,7.02,16.38
AE,2023-04-25,242.33,72.7,169.63
GB,2023-04-25,3094.64,928.39,2166.25
US,2023-04-25,16555.06,4966.52,11588.54
AU,2023-04-26,1059.6,317.88,741.72
AT,2023-04-26,260.33,78.1,182.23
BH,2023-04-26,47.88,14.36,33.51
BE,2023-04-26,408.92,122.68,286.24
CA,2023-04-26,719.91,215.97,503.94
HR,2023-04-26,10.94,3.28,7.66
DK,2023-04-26,327.09,98.13,228.97
FI,2023-04-26,149.41,44.82,104.59
FR,2023-04-26,1366.57,409.97,956.6
DE,2023-04-26,2006.31,601.89,1404.42
GR,2023-04-26,248.98,74.69,174.29
HK,2023-04-26,0.93,0.28,0.65
IE,2023-04-26,173.87,52.16,121.71
IL,2023-04-26,106.49,31.95,74.54
IT,2023-04-26,897.18,269.16,628.03
JP,2023-04-26,46.23,13.87,32.36
KR,2023-04-26,1.14,0.34,0.79
KW,2023-04-26,118.15,35.44,82.7
LU,2023-04-26,21.88,6.56,15.31
NL,2023-04-26,745.3,223.59,521.71
NZ,2023-04-26,74.81,22.44,52.37
NO,2023-04-26,410.26,123.08,287.18
PT,2023-04-26,265.91,79.77,186.13
QA,2023-04-26,97.82,29.35,68.47
ZA,2023-04-26,38.38,11.52,26.87
ES,2023-04-26,652.43,195.73,456.7
SE,2023-04-26,3668.4,1100.52,2567.88
CH,2023-04-26,765.21,229.56,535.65
TW,2023-04-26,10.42,3.13,7.3
AE,2023-04-26,306.46,91.94,214.52
GB,2023-04-26,3256.8,977.04,2279.76
US,2023-04-26,16691.15,5007.34,11683.8
AU,2023-04-27,778.26,233.48,544.78
AT,2023-04-27,189.96,56.99,132.97
BH,2023-04-27,12.35,3.7,8.64
BE,2023-04-27,354.71,106.41,248.29
CA,2023-04-27,661.97,198.59,463.38
DK,2023-04-27,277.12,83.14,193.98
FI,2023-04-27,143.55,43.06,100.48
FR,2023-04-27,919.95,275.99,643.97
DE,2023-04-27,1261.69,378.51,883.19
GR,2023-04-27,189.75,56.93,132.83
IE,2023-04-27,188.21,56.46,131.75
IL,2023-04-27,59.27,17.78,41.49
IT,2023-04-27,682.76,204.83,477.93
KW,2023-04-27,91.27,27.38,63.89
LU,2023-04-27,23.05,6.92,16.14
NL,2023-04-27,859.03,257.71,601.32
NZ,2023-04-27,70.59,21.18,49.41
NO,2023-04-27,433.94,130.18,303.76
PT,2023-04-27,211.16,63.35,147.81
QA,2023-04-27,66.06,19.82,46.24
ES,2023-04-27,599.51,179.85,419.66
SE,2023-04-27,2762.53,828.76,1933.77
CH,2023-04-27,935.8,280.74,655.06
AE,2023-04-27,224.33,67.3,157.03
GB,2023-04-27,2227.44,668.23,1559.21
US,2023-04-27,17520.78,5256.23,12264.55
AU,2023-04-28,1083.96,325.19,758.77
AT,2023-04-28,204.85,61.45,143.39
BH,2023-04-28,10.67,3.2,7.47
BE,2023-04-28,569.59,170.88,398.71
CA,2023-04-28,883.01,264.9,618.11
DK,2023-04-28,325.84,97.75,228.09
FI,2023-04-28,170.77,51.23,119.54
FR,2023-04-28,1202.18,360.66,841.53
DE,2023-04-28,1737.7,521.31,1216.39
GR,2023-04-28,152.09,45.63,106.47
IE,2023-04-28,232.35,69.7,162.64
IL,2023-04-28,85.39,25.62,59.77
IT,2023-04-28,940.69,282.21,658.48
KW,2023-04-28,106.63,31.99,74.64
LU,2023-04-28,22.58,6.77,15.8
NL,2023-04-28,1395.13,418.54,976.59
NZ,2023-04-28,113.2,33.96,79.24
NO,2023-04-28,537.15,161.15,376.01
PT,2023-04-28,205.67,61.7,143.97
QA,2023-04-28,74.61,22.38,52.23
ES,2023-04-28,769.4,230.82,538.58
SE,2023-04-28,3363.02,1008.91,2354.11
CH,2023-04-28,1355.82,406.75,949.07
AE,2023-04-28,226.29,67.89,158.41
GB,2023-04-28,3341.36,1002.41,2338.95
US,2023-04-28,21225.83,6367.75,14858.08
AU,2023-04-29,1367.52,410.26,957.26
AT,2023-04-29,216.55,64.96,151.58
BH,2023-04-29,10.67,3.2,7.47
BE,2023-04-29,509.34,152.8,356.54
CA,2023-04-29,898.1,269.43,628.67
DK,2023-04-29,516.73,155.02,361.71
FI,2023-04-29,208.13,62.44,145.69
FR,2023-04-29,1046.09,313.83,732.26
DE,2023-04-29,1995.7,598.71,1396.99
GR,2023-04-29,126.64,37.99,88.65
IE,2023-04-29,242.3,72.69,169.61
IL,2023-04-29,100.99,30.3,70.69
IT,2023-04-29,837.75,251.33,586.43
KW,2023-04-29,98.11,29.43,68.68
LU,2023-04-29,29.97,8.99,20.98
NL,2023-04-29,1050.71,315.21,735.49
NZ,2023-04-29,132.7,39.81,92.89
NO,2023-04-29,671.6,201.48,470.12
PT,2023-04-29,170.57,51.17,119.4
QA,2023-04-29,56.24,16.87,39.37
ES,2023-04-29,688.84,206.65,482.19
SE,2023-04-29,3400.68,1020.2,2380.48
CH,2023-04-29,1501.35,450.4,1050.94
AE,2023-04-29,260.47,78.14,182.33
GB,2023-04-29,3668.23,1100.47,2567.76
US,2023-04-29,22602.48,6780.74,15821.74
AU,2023-04-30,1518.92,455.68,1063.25
AT,2023-04-30,361.08,108.32,252.76
BH,2023-04-30,9.54,2.86,6.68
BE,2023-04-30,546.6,163.98,382.62
CA,2023-04-30,1389.33,416.8,972.53
DK,2023-04-30,801.79,240.54,561.25
FI,2023-04-30,216.71,65.01,151.7
FR,2023-04-30,1446.79,434.04,1012.75
DE,2023-04-30,2771.98,831.6,1940.39
GR,2023-04-30,187.06,56.12,130.94
IE,2023-04-30,348.87,104.66,244.21
IL,2023-04-30,75.32,22.59,52.72
IT,2023-04-30,1132.19,339.66,792.53
KW,2023-04-30,105.89,31.77,74.12
LU,2023-04-30,32.94,9.88,23.06
NL,2023-04-30,1486.09,445.83,1040.26
NZ,2023-04-30,158.84,47.65,111.19
NO,2023-04-30,892.9,267.87,625.03
PT,2023-04-30,209.22,62.77,146.45
QA,2023-04-30,58.38,17.52,40.87
ES,2023-04-30,1000.23,300.07,700.16
SE,2023-04-30,3471.37,1041.41,2429.96
CH,2023-04-30,1993.28,597.99,1395.3
AE,2023-04-30,289.87,86.96,202.91
GB,2023-04-30,4539.63,1361.89,3177.74
US,2023-04-30,25709.22,7712.77,17996.46
AT,2023-05-01,5.06,1.52,3.54
CA,2023-05-01,159.06,47.72,111.34
DK,2023-05-01,188.82,56.65,132.18
FI,2023-05-01,19.02,5.7,13.31
FR,2023-05-01,461.05,138.31,322.73
DE,2023-05-01,715.6,214.68,500.92
GR,2023-05-01,1.76,0.53,1.23
HK,2023-05-01,0.0,0.0,0.0
IE,2023-05-01,118.75,35.63,83.13
IT,2023-05-01,42.68,12.81,29.88
NL,2023-05-01,190.89,57.27,133.62
NO,2023-05-01,16.95,5.08,11.86
SG,2023-05-01,11.37,3.41,7.96
ES,2023-05-01,9.61,2.88,6.73
SE,2023-05-01,1390.79,417.24,973.56
AE,2023-05-01,27.9,8.37,19.53
GB,2023-05-01,1892.46,567.74,1324.72
US,2023-05-01,2360.12,708.04,1652.09
AU,2023-05-02,113.97,34.19,79.78
AT,2023-05-02,5.98,1.79,4.18
CA,2023-05-02,148.39,44.52,103.87
DK,2023-05-02,54.0,16.2,37.8
FI,2023-05-02,15.77,4.73,11.04
FR,2023-05-02,349.43,104.83,244.6
DE,2023-05-02,881.77,264.53,617.24
GR,2023-05-02,0.31,0.09,0.22
HK,2023-05-02,0.0,0.0,0.0
IE,2023-05-02,103.56,31.07,72.49
IT,2023-05-02,47.81,14.34,33.47
NL,2023-05-02,55.75,16.72,39.02
NO,2023-05-02,11.03,3.31,7.72
SG,2023-05-02,75.53,22.66,52.87
ES,2023-05-02,10.92,3.28,7.65
SE,2023-05-02,1321.27,396.38,924.89
AE,2023-05-02,27.41,8.22,19.19
GB,2023-05-02,1944.08,583.23,1360.86
US,2023-05-02,3889.72,1166.91,2722.8
AU,2023-05-03,93.13,27.94,65.19
AT,2023-05-03,0.0,0.0,0.0
CA,2023-05-03,153.24,45.97,107.27
DK,2023-05-03,78.26,23.48,54.78
FI,2023-05-03,0.1,0.03,0.07
FR,2023-05-03,409.14,122.74,286.4
DE,2023-05-03,732.03,219.61,512.42
GR,2023-05-03,0.0,0.0,0.0
HK,2023-05-03,0.82,0.25,0.57
IE,2023-05-03,128.21,38.46,89.75
IT,2023-05-03,80.0,24.0,56.0
NL,2023-05-03,16.21,4.86,11.34
NO,2023-05-03,14.87,4.46,10.41
SG,2023-05-03,0.1,0.03,0.07
ES,2023-05-03,16.41,4.92,11.49
SE,2023-05-03,1299.95,389.98,909.96
AE,2023-05-03,0.21,0.06,0.14
GB,2023-05-03,1467.65,440.29,1027.35
US,2023-05-03,2499.17,749.75,1749.42
AU,2023-05-04,141.59,42.48,99.11
AT,2023-05-04,0.61,0.18,0.43
CA,2023-05-04,93.51,28.05,65.46
DK,2023-05-04,118.67,35.6,83.07
FI,2023-05-04,0.0,0.0,0.0
FR,2023-05-04,598.49,179.55,418.94
DE,2023-05-04,387.02,116.11,270.92
GR,2023-05-04,1.64,0.49,1.15
HK,2023-05-04,0.0,0.0,0.0
IE,2023-05-04,204.51,61.35,143.16
IT,2023-05-04,12.38,3.71,8.67
NL,2023-05-04,20.26,6.08,14.18
NO,2023-05-04,9.21,2.76,6.45
SG,2023-05-04,44.71,13.41,31.3
ES,2023-05-04,27.62,8.29,19.34
SE,2023-05-04,1411.93,423.58,988.35
AE,2023-05-04,0.92,0.28,0.64
GB,2023-05-04,1081.89,324.57,757.32
US,2023-05-04,2326.95,698.08,1628.86
AU,2023-05-05,263.04,78.91,184.13
AT,2023-05-05,0.72,0.21,0.5
CA,2023-05-05,106.38,31.91,74.47
DK,2023-05-05,52.01,15.6,36.41
FI,2023-05-05,74.8,22.44,52.36
FR,2023-05-05,1010.87,303.26,707.61
DE,2023-05-05,1082.2,324.66,757.54
GR,2023-05-05,3.37,1.01,2.36
HK,2023-05-05,0.0,0.0,0.0
IE,2023-05-05,229.62,68.89,160.74
IT,2023-05-05,6.95,2.08,4.86
NL,2023-05-05,18.8,5.64,13.16
NO,2023-05-05,12.26,3.68,8.58
SG,2023-05-05,59.68,17.9,41.78
ES,2023-05-05,0.61,0.18,0.43
SE,2023-05-05,1114.18,334.25,779.93
AE,2023-05-05,125.08,37.52,87.56
GB,2023-05-05,1693.91,508.17,1185.74
US,2023-05-05,3917.58,1175.27,2742.3
AU,2023-05-06,115.48,34.64,80.83
AT,2023-05-06,5.62,1.69,3.93
CA,2023-05-06,98.31,29.49,68.82
DK,2023-05-06,49.26,14.78,34.48
FI,2023-05-06,34.85,10.45,24.39
FR,2023-05-06,637.87,191.36,446.51
DE,2023-05-06,453.01,135.9,317.11
GR,2023-05-06,0.0,0.0,0.0
HK,2023-05-06,8.38,2.51,5.87
IE,2023-05-06,144.6,43.38,101.22
IT,2023-05-06,21.77,6.53,15.24
NL,2023-05-06,93.81,28.14,65.67
NO,2023-05-06,13.9,4.17,9.73
SG,2023-05-06,0.1,0.03,0.07
ES,2023-05-06,4.8,1.44,3.36
SE,2023-05-06,999.42,299.83,699.6
AE,2023-05-06,0.0,0.0,0.0
GB,2023-05-06,1453.35,436.01,1017.35
US,2023-05-06,4329.71,1298.91,3030.8
AU,2023-05-07,252.76,75.83,176.93
AT,2023-05-07,1.42,0.43,1.0
CA,2023-05-07,68.07,20.42,47.65
DK,2023-05-07,54.85,16.45,38.39
FI,2023-05-07,28.69,8.61,20.09
FR,2023-05-07,544.38,163.31,381.07
DE,2023-05-07,692.43,207.73,484.7
GR,2023-05-07,1.32,0.4,0.93
HK,2023-05-07,0.0,0.0,0.0
IE,2023-05-07,252.96,75.89,177.07
IT,2023-05-07,18.01,5.4,12.61
NL,2023-05-07,329.68,98.9,230.78
NO,2023-05-07,16.48,4.95,11.54
SG,2023-05-07,2.95,0.89,2.07
ES,2023-05-07,1.93,0.58,1.35
SE,2023-05-07,1437.68,431.3,1006.37
AE,2023-05-07,0.0,0.0,0.0
GB,2023-05-07,1350.88,405.26,945.62
US,2023-05-07,4977.79,1493.34,3484.45
AU,2023-05-01,1318.97,395.69,923.28
AT,2023-05-01,382.4,114.72,267.68
BH,2023-05-01,17.36,5.21,12.15
BE,2023-05-01,659.9,197.97,461.93
CA,2023-05-01,1138.41,341.52,796.89
DK,2023-05-01,644.6,193.38,451.22
FI,2023-05-01,292.07,87.62,204.45
FR,2023-05-01,2268.97,680.69,1588.28
DE,2023-05-01,3842.9,1152.87,2690.03
GR,2023-05-01,214.14,64.24,149.9
IE,2023-05-01,356.15,106.84,249.3
IL,2023-05-01,71.42,21.42,49.99
IT,2023-05-01,1516.37,454.91,1061.46
KW,2023-05-01,103.04,30.91,72.13
LU,2023-05-01,47.02,14.11,32.92
NL,2023-05-01,1079.6,323.88,755.72
NZ,2023-05-01,107.8,32.34,75.46
NO,2023-05-01,1079.71,323.91,755.8
PT,2023-05-01,259.93,77.98,181.95
QA,2023-05-01,88.16,26.45,61.71
ES,2023-05-01,1147.4,344.22,803.18
SE,2023-05-01,4338.16,1301.45,3036.71
CH,2023-05-01,1596.77,479.03,1117.74
AE,2023-05-01,270.16,81.05,189.11
GB,2023-05-01,5159.8,1547.94,3611.86
US,2023-05-01,27001.07,8100.32,18900.75
AU,2023-05-02,1114.25,334.27,779.97
AT,2023-05-02,317.28,95.18,222.1
BH,2023-05-02,13.6,4.08,9.52
BE,2023-05-02,609.11,182.73,426.38
CA,2023-05-02,1064.37,319.31,745.06
DK,2023-05-02,661.46,198.44,463.02
FI,2023-05-02,256.59,76.98,179.61
FR,2023-05-02,1791.78,537.53,1254.25
DE,2023-05-02,2730.13,819.04,1911.09
GR,2023-05-02,220.62,66.19,154.44
IE,2023-05-02,291.52,87.46,204.06
IL,2023-05-02,62.86,18.86,44.0
IT,2023-05-02,1283.55,385.07,898.49
KW,2023-05-02,93.26,27.98,65.28
LU,2023-05-02,36.58,10.97,25.61
NL,2023-05-02,1028.0,308.4,719.6
NZ,2023-05-02,120.67,36.2,84.47
NO,2023-05-02,720.61,216.18,504.43
PT,2023-05-02,284.51,85.35,199.16
QA,2023-05-02,96.45,28.94,67.52
ES,2023-05-02,1158.25,347.47,810.77
SE,2023-05-02,3378.81,1013.64,2365.17
CH,2023-05-02,1290.25,387.08,903.18
AE,2023-05-02,291.21,87.36,203.85
GB,2023-05-02,4232.14,1269.64,2962.5
US,2023-05-02,31978.68,9593.6,22385.07
AU,2023-05-03,1327.02,398.11,928.92
AT,2023-05-03,494.07,148.22,345.85
BH,2023-05-03,15.8,4.74,11.06
BE,2023-05-03,889.06,266.72,622.34
CA,2023-05-03,1367.74,410.32,957.42
HR,2023-05-03,0.51,0.15,0.36
DK,2023-05-03,1093.99,328.2,765.79
FI,2023-05-03,401.14,120.34,280.8
FR,2023-05-03,3497.47,1049.24,2448.23
DE,2023-05-03,5467.8,1640.34,3827.46
GR,2023-05-03,355.3,106.59,248.71
IE,2023-05-03,472.33,141.7,330.63
IL,2023-05-03,92.41,27.72,64.69
IT,2023-05-03,2071.16,621.35,1449.81
KW,2023-05-03,114.57,34.37,80.2
LU,2023-05-03,54.77,16.43,38.34
MX,2023-05-03,0.21,0.06,0.14
NL,2023-05-03,2110.75,633.22,1477.52
NZ,2023-05-03,117.44,35.23,82.21
NO,2023-05-03,1127.84,338.35,789.49
PL,2023-05-03,0.0,0.0,0.0
PT,2023-05-03,524.12,157.24,366.89
QA,2023-05-03,116.41,34.92,81.49
ES,2023-05-03,1598.93,479.68,1119.25
SE,2023-05-03,5438.36,1631.51,3806.85
CH,2023-05-03,2475.68,742.71,1732.98
AE,2023-05-03,366.37,109.91,256.46
GB,2023-05-03,6864.67,2059.4,4805.27
US,2023-05-03,61079.96,18323.99,42755.97
AU,2023-05-04,1741.76,522.53,1219.23
AT,2023-05-04,512.86,153.86,359.0
BH,2023-05-04,85.83,25.75,60.08
BE,2023-05-04,893.34,268.0,625.34
CA,2023-05-04,1593.83,478.15,1115.68
HR,2023-05-04,2.86,0.86,2.01
DK,2023-05-04,924.85,277.45,647.39
FI,2023-05-04,448.82,134.64,314.17
FR,2023-05-04,3728.64,1118.59,2610.05
DE,2023-05-04,5059.65,1517.89,3541.75
GR,2023-05-04,497.92,149.38,348.55
HK,2023-05-04,0.61,0.18,0.43
IE,2023-05-04,447.49,134.25,313.24
IL,2023-05-04,152.23,45.67,106.56
IT,2023-05-04,2436.32,730.89,1705.42
JP,2023-05-04,161.44,48.43,113.01
KR,2023-05-04,1.74,0.52,1.22
KW,2023-05-04,148.65,44.6,104.06
LU,2023-05-04,75.3,22.59,52.71
NL,2023-05-04,2484.81,745.44,1739.37
NZ,2023-05-04,171.16,51.35,119.81
NO,2023-05-04,1041.48,312.44,729.03
PT,2023-05-04,624.68,187.4,437.28
QA,2023-05-04,192.03,57.61,134.42
ZA,2023-05-04,678.08,203.43,474.66
ES,2023-05-04,1706.77,512.03,1194.74
SE,2023-05-04,6214.07,1864.22,4349.85
CH,2023-05-04,2431.51,729.45,1702.05
TW,2023-05-04,2.35,0.71,1.65
AE,2023-05-04,461.5,138.45,323.05
GB,2023-05-04,6887.75,2066.33,4821.43
US,2023-05-04,57886.58,17365.97,40520.6
AU,2023-05-05,2297.96,689.39,1608.57
AT,2023-05-05,426.03,127.81,298.22
BH,2023-05-05,63.66,19.1,44.57
BE,2023-05-05,858.2,257.46,600.74
CA,2023-05-05,1744.49,523.35,1221.15
HR,2023-05-05,2.15,0.64,1.5
DK,2023-05-05,1209.94,362.98,846.95
FI,2023-05-05,362.88,108.86,254.01
FR,2023-05-05,3243.32,973.0,2270.33
DE,2023-05-05,4269.42,1280.83,2988.59
GR,2023-05-05,363.8,109.14,254.66
HK,2023-05-05,0.82,0.25,0.57
IE,2023-05-05,401.1,120.33,280.77
IL,2023-05-05,171.37,51.41,119.96
IT,2023-05-05,1833.6,550.08,1283.52
JP,2023-05-05,172.09,51.63,120.46
KR,2023-05-05,2.15,0.64,1.5
KW,2023-05-05,192.83,57.85,134.98
LU,2023-05-05,57.64,17.29,40.34
NL,2023-05-05,3036.18,910.85,2125.33
NZ,2023-05-05,153.39,46.02,107.37
NO,2023-05-05,844.81,253.44,591.37
PL,2023-05-05,0.0,0.0,0.0
PT,2023-05-05,425.52,127.66,297.86
QA,2023-05-05,222.06,66.62,155.44
ZA,2023-05-05,627.45,188.23,439.21
ES,2023-05-05,1569.14,470.74,1098.39
SE,2023-05-05,5181.98,1554.59,3627.38
CH,2023-05-05,2553.23,765.97,1787.26
TW,2023-05-05,4.19,1.26,2.93
AE,2023-05-05,408.25,122.48,285.78
GB,2023-05-05,6792.09,2037.63,4754.46
US,2023-05-05,47331.37,14199.41,33131.96
AU,2023-05-06,1935.59,580.68,1354.91
AT,2023-05-06,260.28,78.08,182.2
BH,2023-05-06,37.2,11.16,26.04
BE,2023-05-06,605.38,181.61,423.76
CA,2023-05-06,1321.73,396.52,925.21
HR,2023-05-06,6.54,1.96,4.58
DK,2023-05-06,632.05,189.61,442.43
FI,2023-05-06,204.38,61.31,143.07
FR,2023-05-06,2159.39,647.82,1511.57
DE,2023-05-06,2845.39,853.62,1991.77
GR,2023-05-06,194.26,58.28,135.98
HK,2023-05-06,0.61,0.18,0.43
IE,2023-05-06,341.21,102.36,238.85
IL,2023-05-06,108.53,32.56,75.97
IT,2023-05-06,1408.49,422.55,985.94
JP,2023-05-06,105.87,31.76,74.11
KR,2023-05-06,3.17,0.95,2.22
KW,2023-05-06,98.31,29.49,68.82
LU,2023-05-06,26.06,7.82,18.24
NL,2023-05-06,1608.99,482.7,1126.29
NZ,2023-05-06,198.66,59.6,139.06
NO,2023-05-06,519.03,155.71,363.32
PT,2023-05-06,282.45,84.74,197.72
QA,2023-05-06,107.71,32.31,75.4
ZA,2023-05-06,413.16,123.95,289.21
ES,2023-05-06,1124.4,337.32,787.08
SE,2023-05-06,3250.37,975.11,2275.26
CH,2023-05-06,1833.6,550.08,1283.52
TW,2023-05-06,5.82,1.75,4.08
AE,2023-05-06,280.82,84.25,196.57
GB,2023-05-06,5243.7,1573.11,3670.59
US,2023-05-06,39200.17,11760.05,27440.12
AU,2023-05-07,2167.86,650.36,1517.5
AT,2023-05-07,303.73,91.12,212.61
BH,2023-05-07,23.51,7.05,16.45
BE,2023-05-07,945.39,283.62,661.77
CA,2023-05-07,1205.98,361.8,844.19
HR,2023-05-07,10.07,3.02,7.05
DK,2023-05-07,584.07,175.22,408.85
FI,2023-05-07,272.7,81.81,190.89
FR,2023-05-07,2514.23,754.27,1759.96
DE,2023-05-07,3969.71,1190.91,2778.8
GR,2023-05-07,232.0,69.6,162.4
HK,2023-05-07,1.12,0.34,0.78
IE,2023-05-07,431.23,129.37,301.86
IL,2023-05-07,86.59,25.98,60.61
IT,2023-05-07,1655.02,496.51,1158.52
JP,2023-05-07,61.56,18.47,43.09
KR,2023-05-07,1.73,0.52,1.21
KW,2023-05-07,67.67,20.3,47.37
LU,2023-05-07,36.22,10.87,25.36
NL,2023-05-07,1952.14,585.64,1366.5
NZ,2023-05-07,183.26,54.98,128.28
NO,2023-05-07,667.4,200.22,467.18
PT,2023-05-07,360.41,108.12,252.29
QA,2023-05-07,90.66,27.2,63.46
ZA,2023-05-07,403.45,121.04,282.42
ES,2023-05-07,1485.81,445.74,1040.06
SE,2023-05-07,4297.77,1289.33,3008.44
CH,2023-05-07,2433.64,730.09,1703.55
TW,2023-05-07,6.61,1.98,4.63
AE,2023-05-07,278.7,83.61,195.09
GB,2023-05-07,4134.96,1240.49,2894.47
US,2023-05-07,39816.79,11945.04,27871.76
AT,2023-05-08,0.51,0.15,0.36
CA,2023-05-08,85.66,25.7,59.96
DK,2023-05-08,113.02,33.91,79.12
FI,2023-05-08,3.26,0.98,2.28
FR,2023-05-08,574.06,172.22,401.84
DE,2023-05-08,651.58,195.47,456.11
GR,2023-05-08,7.02,2.11,4.91
HK,2023-05-08,20.96,6.29,14.67
IE,2023-05-08,211.39,63.42,147.98
IT,2023-05-08,144.46,43.34,101.12
NL,2023-05-08,394.71,118.41,276.3
NO,2023-05-08,15.77,4.73,11.04
SG,2023-05-08,89.22,26.77,62.45
ES,2023-05-08,5.6,1.68,3.92
SE,2023-05-08,2411.41,723.42,1687.99
AE,2023-05-08,0.0,0.0,0.0
GB,2023-05-08,3149.87,944.96,2204.91
US,2023-05-08,3232.88,969.86,2263.01
AU,2023-05-09,93.88,28.16,65.71
AT,2023-05-09,0.2,0.06,0.14
CA,2023-05-09,144.43,43.33,101.1
DK,2023-05-09,110.59,33.18,77.42
FI,2023-05-09,39.14,11.74,27.4
FR,2023-05-09,542.06,162.62,379.44
DE,2023-05-09,1032.14,309.64,722.5
GR,2023-05-09,1.33,0.4,0.93
HK,2023-05-09,0.0,0.0,0.0
IE,2023-05-09,197.84,59.35,138.49
IT,2023-05-09,33.13,9.94,23.19
NL,2023-05-09,140.56,42.17,98.39
NO,2023-05-09,10.6,3.18,7.42
SG,2023-05-09,4.59,1.38,3.21
ES,2023-05-09,15.9,4.77,11.13
SE,2023-05-09,1965.71,589.71,1376.0
AE,2023-05-09,0.0,0.0,0.0
GB,2023-05-09,1668.58,500.58,1168.01
US,2023-05-09,3443.07,1032.92,2410.15
AU,2023-05-10,207.42,62.23,145.2
AT,2023-05-10,5.72,1.72,4.01
CA,2023-05-10,98.5,29.55,68.95
DK,2023-05-10,92.17,27.65,64.52
FI,2023-05-10,27.18,8.15,19.03
FR,2023-05-10,771.45,231.44,540.02
DE,2023-05-10,544.0,163.2,380.8
GR,2023-05-10,5.21,1.56,3.65
HK,2023-05-10,0.1,0.03,0.07
IE,2023-05-10,249.01,74.7,174.31
IT,2023-05-10,200.68,60.2,140.48
NL,2023-05-10,241.65,72.5,169.16
NO,2023-05-10,9.5,2.85,6.65
SG,2023-05-10,9.3,2.79,6.51
ES,2023-05-10,1.02,0.31,0.72
SE,2023-05-10,1990.75,597.23,1393.53
AE,2023-05-10,38.11,11.43,26.68
GB,2023-05-10,1442.67,432.8,1009.87
US,2023-05-10,2727.57,818.27,1909.3
AU,2023-05-11,55.28,16.58,38.7
AT,2023-05-11,12.81,3.84,8.97
CA,2023-05-11,192.61,57.78,134.83
DK,2023-05-11,98.68,29.6,69.08
FI,2023-05-11,3.72,1.12,2.6
FR,2023-05-11,375.41,112.62,262.78
DE,2023-05-11,475.85,142.75,333.09
GR,2023-05-11,0.1,0.03,0.07
HK,2023-05-11,0.0,0.0,0.0
IE,2023-05-11,365.18,109.55,255.62
IT,2023-05-11,29.04,8.71,20.33
NL,2023-05-11,98.17,29.45,68.72
NO,2023-05-11,10.64,3.19,7.45
SG,2023-05-11,0.0,0.0,0.0
ES,2023-05-11,21.18,6.35,14.83
SE,2023-05-11,1526.42,457.93,1068.5
AE,2023-05-11,0.83,0.25,0.58
GB,2023-05-11,956.34,286.9,669.44
US,2023-05-11,2455.07,736.52,1718.55
AU,2023-05-12,107.11,32.13,74.98
AT,2023-05-12,5.67,1.7,3.97
CA,2023-05-12,131.87,39.56,92.31
DK,2023-05-12,175.72,52.72,123.0
FI,2023-05-12,1.78,0.54,1.25
FR,2023-05-12,645.5,193.65,451.85
DE,2023-05-12,473.03,141.91,331.12
GR,2023-05-12,5.77,1.73,4.04
HK,2023-05-12,0.0,0.0,0.0
IE,2023-05-12,156.73,47.02,109.71
IT,2023-05-12,34.51,10.35,24.16
NL,2023-05-12,109.73,32.92,76.81
NO,2023-05-12,20.14,6.04,14.1
SG,2023-05-12,11.43,3.43,8.0
ES,2023-05-12,25.49,7.65,17.84
SE,2023-05-12,1210.74,363.22,847.52
AE,2023-05-12,0.0,0.0,0.0
GB,2023-05-12,1485.7,445.71,1039.99
US,2023-05-12,2532.26,759.68,1772.58
AU,2023-05-13,44.72,13.42,31.3
AT,2023-05-13,0.0,0.0,0.0
CA,2023-05-13,122.12,36.64,85.48
DK,2023-05-13,55.51,16.65,38.86
FI,2023-05-13,0.0,0.0,0.0
FR,2023-05-13,529.85,158.95,370.89
DE,2023-05-13,1124.42,337.33,787.09
GR,2023-05-13,13.3,3.99,9.31
HK,2023-05-13,42.0,12.6,29.4
IE,2023-05-13,147.36,44.21,103.15
IT,2023-05-13,51.11,15.33,35.78
NL,2023-05-13,37.6,11.28,26.32
NO,2023-05-13,21.78,6.54,15.25
SG,2023-05-13,29.01,8.7,20.31
ES,2023-05-13,9.74,2.92,6.82
